doc1	auth1	title1	doc2	auth2	title2	authmatch	titlematch	overlap	groundtruth	hasworks	cossim
uc1.32106002071634	holmes, mary jane	'Lena Rivers	njp.32101067646461	holmes, mary jane	'Lena Rivers	1.0	1.0	16.9460056906	1	0	0.021119343399999997
uc1.b3579109	jefferies, richard	Amaryllis at the fair	mdp.39015055237476	jefferies, richard	Amaryllis at the fair, a novel	1.0	0.8235294118	18.3080606076	1	0	0.021136042400000003
mdp.39015056582094	miln, louise (jordan), mr	When we were strolling players in the East	njp.32101064994773	miln, louise (jordan), mr	When we were strolling players in the East	1.0	1.0	42.1903972011	1	0	0.021316042900000002
mdp.39015057576889	schnitzler, arthur	Dream story	uc1.32106013750630	schnitzler, arthur	Dream story	1.0	1.0	7.6708948314	1	0	0.021854102599999998
loc.ark+=13960=t73v0g86j	sweetser, kate dickinson	Ten boys from Dickens	wu.89098860760	sweetser, kate dickinson	Ten boys from Dickens	1.0	1.0	18.443975306600002	1	0	0.0221333086
nnc1.0038449277	ballantyne, r. m. (robert	"The world of ice; or, The whaling cruise of ""The Dolphin,"" a"	mdp.39015020934884	ballantyne, r. m. (robert	"The world of ice; or, The whaling cruise of ""The Dolphin,"" a"	1.0	1.0	83.8951915929	1	0	0.0224383337
nyp.33433075986533	allison, samuel buell	The story in primary instruction; sixteen stories and how to	loc.ark+=13960=t21c2gr6r	allison, samuel b	The story in primary instruction ;	0.8947368420999999	0.9705882353	19.947448881	1	0	0.0225743469
uc1.32106002071634	holmes, mary jane	'Lena Rivers	nyp.33433076023641	holmes, mary jane	Lena Rivers	1.0	0.9565217390999999	7.132497551699999	1	0	0.0227390389
nyp.33433074857719	hope, anthony	The Dolly dialogues	nyp.33433074857677	hope, anthony	The Dolly dialogues	1.0	1.0	15.4324125448	1	0	0.022935249100000003
nyp.33433082479647	finlason, c. e	A nobody in Mashonaland; or, The trials and adventures of a 	yale.39002042091570	finlason, c. e	A nobody in Mashonaland, or, The trials and adventures of a 	1.0	0.9714285714	41.5815224965	1	0	0.0232467227
uc2.ark+=13960=t9j38ps6s	chesterton, g. k. (gilber	The Napoleon of Notting Hill	inu.32000009291495	chesterton, g. k. (gilber	The Napoleon of Notting Hill	1.0	1.0	22.205766726	1	0	0.023315042999999997
uc1.32106002071634	holmes, mary jane	'Lena Rivers	mdp.39015008502752	holmes, mary jane	'Lena Rivers	1.0	1.0	16.9460056906	1	0	0.023370703399999998
njp.32101076785177	thackeray, william makepe	The Newcomes	pst.000006718879	thackeray, william makepe	Newcomes	1.0	0.8	7.8434564044	1	0	0.023430770400000002
njp.32101076785177	thackeray, william makepe	The Newcomes	pst.000006718862	thackeray, william makepe	Newcomes	1.0	0.8	7.8434564044	1	0	0.023430770400000002
njp.32101041284983	thackeray, william makepe	The Newcomes	pst.000006718862	thackeray, william makepe	Newcomes	1.0	0.8	7.8434564044	1	0	0.023430770400000002
uva.x000210152	harland, marion	Alone	nnc1.1002281724	harland, marion	Alone	1.0	1.0	6.2709884319	1	0	0.0235473192
uc1.b3395771	schwab, gustav	Gods & heroes; myths & epics of ancient Greece	uc1.b4311027	schwab, gustav	Gods & heroes; myths & epics of ancient Greece	1.0	1.0	44.5657972651	1	0	0.0236100147
mdp.39015063973609	ware, william	Aurelian: or, Rome in the third century. In letters of Luciu	uc1.b3347384	ware, william	Probus: or, Rome in the third century. In letters of Lucius 	1.0	0.8	94.2823972542	0	0	0.0236481014
mdp.39015063973609	ware, william	Aurelian: or, Rome in the third century. In letters of Luciu	uc1.b3347383	ware, william	Probus: or, Rome in the third century. In letters of Lucius 	1.0	0.8	94.2823972542	0	0	0.0236481014
njp.32101007606872	warner, susan	Diana	uc2.ark+=13960=t3dz0461t	warner, susan	Diana	1.0	1.0	7.2122944685000006	1	0	0.0236671023
pst.000019801643	queen, ellery	There was an old woman	mdp.39015000594575	queen, ellery	There was an old woman : a novel	1.0	0.8301886792000001	21.3411734761	1	0	0.023772417200000003
inu.32000006980728	hope, anthony	The prisoner of Zenda, being the history of three months in 	mdp.39015005086593	hope, anthony	The prisoner of Zenda; being the history of three months in 	1.0	0.9714285714	51.7261592805	1	0	0.0238040988
inu.32000001012725	chernova-kolbasina, olʹga	New horizons : reminiscences of the Russian Revolution	mdp.39015014729514	chernova-kolbasina, ol'ga	New horizons; reminiscences of the Russian Revolution	0.96	0.9714285714	30.0834975088	1	0	0.024101361
inu.30000048897650	lagerlf̲, selma	From a Swedish homestead	uc2.ark+=13960=t25b09s9q	lagerlöf, selma	From a Swedish homestead	0.9333333333	1.0	18.8447035872	1	0	0.0245130017
uc1.b3548543	swinburne, algernon charl	Prose works	mdp.39015066188577	swinburne, algernon charl	Prose works	1.0	1.0	7.6167758087	1	1	0.0247047546
mdp.39015030402948	nazhivin, iv. (ivan)	The dogs	uc1.b3933679	nazhivin, iv. (ivan)	The dogs	1.0	1.0	7.0475172214	1	0	0.0247123074
pst.000006718879	thackeray, william makepe	Newcomes	uc1.b4101685	thackeray, william makepe	The Newcomes	1.0	0.8	7.8434564044	1	0	0.024817877599999996
uc2.ark+=13960=t6445hw6q	fraser, william alexander	The Sa'-zada tales	pst.000006670603	fraser, william alexander	The Saʺ-zada tales	1.0	0.9444444444	2.6390573296	1	0	0.025028554100000003
uc1.b4975997	pearce, donn	Cool hand Luke	mdp.39015035336026	pearce, donald	Cool Hand Luke	0.8461538462	1.0	22.413408440999998	1	0	0.0251724717
inu.39000003781478	bjørnson, bjørnstjerne	Synnv̲ ̌Solbakken	inu.39000000492509	bjørnson, bjørnstjerne	Synnöve Solbakken	1.0	0.8571428570999999	0.0	1	0	0.026447878799999998
uc2.ark+=13960=t05x26r2q	sweetser, kate dickinson	Ten boys from Dickens	wu.89098860760	sweetser, kate dickinson	Ten boys from Dickens	1.0	1.0	18.443975306600002	1	0	0.0265445346
uc1.32106007802348	lawrence, d. h. (david he	Lady Chatterley's lover	uc1.32106007802355	lawrence, d. h. (david he	Lady Chatterley's lover	1.0	1.0	19.3419287681	1	0	0.0269188961
nyp.33433076079338	huntley, florence chance	The dream child	wu.89097995104	huntley, florence	The dream child	0.8292682926999999	1.0	10.4146631151	1	0	0.0269463739
uc1.b4103193	holmes, mary jane	Lena Rivers	mdp.39015008502752	holmes, mary jane	'Lena Rivers	1.0	0.9565217390999999	7.132497551699999	1	0	0.0270652076
umn.319510012134422	gissing, george	The whirlpool	osu.32435006173660	gissing, george	The whirlpool	1.0	1.0	8.6312359075	1	0	0.0275105734
uc1.b3293435	holmes, oliver wendell	Professor at the breakfast-table	mdp.39015011325548	holmes, oliver wendell	The professor at the breakfast-table	1.0	0.9253731343000001	17.86160526	1	0	0.027583626099999998
mdp.39015061868553	blackmore, r. d. (richard	Lorna Doone : a romance of Exmoor	pst.000030840102	blackmore, r. d. (richard	Lorna Doone : a romance of Exmoor	1.0	1.0	28.7315431502	1	0	0.0277887164
coo.31924011104753	thackeray, william makepe	Newcomes	uc1.b4101685	thackeray, william makepe	The Newcomes	1.0	0.8	7.8434564044	1	0	0.0278692117
nyp.33433056814365	thackeray, william makepe	Newcomes	uc1.b4101685	thackeray, william makepe	The Newcomes	1.0	0.8	7.8434564044	1	0	0.0278692117
nyp.33433056814373	thackeray, william makepe	Newcomes	uc1.b4101685	thackeray, william makepe	The Newcomes	1.0	0.8	7.8434564044	1	0	0.0278692117
uva.x000210152	harland, marion	Alone	uc2.ark+=13960=t14m9289p	harland, marion	Alone	1.0	1.0	6.2709884319	1	0	0.0279291871
uc1.b4109982	thackeray, william makepe	The Virginians	pst.000006718909	thackeray, william makepe	The Virgians	1.0	0.9230769231	0.0	1	0	0.0281363094
uc1.b4109982	thackeray, william makepe	The Virginians	pst.000006718893	thackeray, william makepe	The Virgians	1.0	0.9230769231	0.0	1	0	0.0281363094
uc1.b3548773	thackeray, william makepe	The Virginians	pst.000006718909	thackeray, william makepe	The Virgians	1.0	0.9230769231	0.0	1	0	0.0281363094
loc.ark+=13960=t2v41k275	tweedale, violet	Ghosts I have seen and other psychic experiences	njp.32101063553596	tweedale, violet	Ghosts I have seen and other psychic experiences	1.0	1.0	41.8754566891	1	0	0.0283187431
njp.32101041284983	thackeray, william makepe	The Newcomes	nyp.33433056814373	thackeray, william makepe	Newcomes	1.0	0.8	7.8434564044	1	0	0.0283529506
uc1.b3687467	erskine, john	The private life of Helen of Troy	uc1.$b56534	erskine, john	The private life of Helen of Troy	1.0	1.0	23.824203362	1	0	0.0284856549
uc2.ark+=13960=t0vq2w79s	malot, hector	Conscience (Conscience)	uc2.ark+=13960=t8v982h6b	malot, hector	Conscience (Conscience)	1.0	1.0	7.4348478752	1	0	0.028753746099999998
hvd.hwjrw3	fielding, henry	Amelia	uc1.b3827561	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0289069746
hvd.hwjrw3	fielding, henry	Amelia	uc1.b3827560	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0289069746
njp.32101067646461	holmes, mary jane	'Lena Rivers	mdp.39015008502752	holmes, mary jane	'Lena Rivers	1.0	1.0	16.9460056906	1	0	0.029478389100000002
njp.32101073308270	haynes, emory james	A wedding in war-time	nc01.ark+=13960=t9j39cc43	haynes, emory j	A wedding in war-time	0.8823529412000001	1.0	17.7425479217	1	0	0.0296656386
wu.89099763393	jefferies, richard	Amaryllis at the fair	mdp.39015055237476	jefferies, richard	Amaryllis at the fair, a novel	1.0	0.8235294118	18.3080606076	1	0	0.029998657999999997
mdp.39015003342436	fielding, henry	The history of Tom Jones, a foundling	njp.32101075374635	fielding, henry	The history of Tom Jones : a foundling	1.0	0.9714285714	23.778522325500003	1	0	0.0301012632
uc2.ark+=13960=t6g15zs5b	crockett, s. r. (samuel r	The lilac sunbonnet	uc1.b248830	crockett, s. r. (samuel r	The lilac sunbonnet	1.0	1.0	17.914204730199998	1	0	0.0301518686
mdp.39015059418148	strong, l. a. g. (leonard	Dewer rides	mdp.39015059417850	strong, l. a. g. (leonard	Dewer rides	1.0	1.0	17.914119614300002	1	0	0.030476922000000004
pst.000058528150	sawhney, kusum	Kindred spirits	mdp.39015037310987	sawhney, kusum	Kindred spirits	1.0	1.0	15.522705653800001	1	0	0.030515503500000003
njp.32101068598059	fielding, henry	The history of Tom Jones, a foundling	nyp.33433067367296	fielding, henry	The history of Tom Jones, a foundling	1.0	1.0	23.778522325500003	1	0	0.030552110499999997
pst.000006718909	thackeray, william makepe	The Virgians	uc1.b3332117	thackeray, william makepe	The Virginians	1.0	0.9230769231	0.0	1	0	0.0311041152
pst.000006718909	thackeray, william makepe	The Virgians	uc1.b3332116	thackeray, william makepe	The Virginians	1.0	0.9230769231	0.0	1	0	0.0311041152
nnc1.1002281724	harland, marion	Alone	uc2.ark+=13960=t14m9289p	harland, marion	Alone	1.0	1.0	6.2709884319	1	0	0.0313900335
mdp.39015012847268	han, suyin	A many-splendored thing	pst.000012888993	han, suyin	A many-splendoured thing	1.0	0.9787234043	7.8200379895	1	0	0.031700761800000005
uc1.$b675277	hill, constance	Juniper Hall, a rendezvous of certain illustrious personages	njp.32101068580875	hill, constance	Juniper hall : a rendezvous of certain illustrious personage	1.0	0.9714285714	105.2130577785	1	0	0.0318793312
njp.32101068598067	fielding, henry	Amelia	nnc1.0315301214	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0320254694
inu.30000007047743	guthrie, a. b. (alfred be	The way west	inu.30000117261671	guthrie, a. b. (alfred be	The way west	1.0	1.0	9.6389358975	1	0	0.032103745499999996
mdp.39015068050775	fielding, henry	Amelia	mdp.39015058402820	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.032136322200000005
mdp.39015068050783	fielding, henry	Amelia	mdp.39015058402838	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.032136322200000005
uc1.b156039	holmes, oliver wendell	The poet at the breakfast-table	mdp.39015035126443	holmes, oliver wendell	The poet at the breakfast-table	1.0	1.0	17.984643648800002	1	0	0.0322484408
mdp.39015063560505	kelty, mary ann	The favourite of nature. A tale	njp.32101068971140	kelty, mary ann	The favourite of nature; a tale	1.0	0.9836065573999999	18.4909975387	1	0	0.032322755099999996
mdp.39015063560521	kelty, mary ann	The favourite of nature. A tale	njp.32101068971140	kelty, mary ann	The favourite of nature; a tale	1.0	0.9836065573999999	18.4909975387	1	0	0.032322755099999996
mdp.39015008502752	holmes, mary jane	'Lena Rivers	nyp.33433076023641	holmes, mary jane	Lena Rivers	1.0	0.9565217390999999	7.132497551699999	1	0	0.0325019084
njp.32101067646461	holmes, mary jane	'Lena Rivers	nyp.33433076023641	holmes, mary jane	Lena Rivers	1.0	0.9565217390999999	7.132497551699999	1	0	0.0328736577
uc1.b4562656	derleth, august	Portals of tomorrow; the best tales of science fiction, and 	mdp.39015034605462	derleth, august	Portals of tomorrow; the best tales of science fiction, and 	1.0	1.0	44.40706912	1	0	0.0331962433
njp.32101013539224	fielding, henry	The history of Tom Jones, a foundling	uc1.b3827557	fielding, henry	The history of Tom Jones, a foundling	1.0	1.0	23.778522325500003	1	0	0.0334144041
uc1.$b104262	fisher, vardis	A goat for Azazel; a novel of Christian origins	osu.32435053573242	fisher, vardis	A goat for Azazel : a novel of Christian origins	1.0	0.9714285714	39.222117491999995	1	0	0.0349792486
mdp.39015068050791	fielding, henry	Amelia	nyp.33433067367312	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0355831394
mdp.39015068050775	fielding, henry	Amelia	nyp.33433067367320	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0355831394
mdp.39015065785688	fielding, henry	Amelia	uc1.b3827561	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.036045307900000004
mdp.39015000630908	lawrence, d. h. (david he	Kangaroo	mdp.49015000986753	lawrence, d. h. (david he	Kangaroo	1.0	1.0	8.464635940700001	1	0	0.0363877868
uc1.32106001994844	lawrence, d. h. (david he	Kangaroo	mdp.39015000630908	lawrence, d. h. (david he	Kangaroo	1.0	1.0	8.464635940700001	1	0	0.036511746
uva.x000460124	hill, grace livingston	The witness	nyp.33433076064470	hill, grace livingston	The witness	1.0	1.0	7.3664451483	1	0	0.036527985299999996
nyp.33433003712902	charlotte elizabeth	The flower of innocence; or, Rachel. A true narrative; with 	nyp.33433075762785	charlotte elizabeth	The flower of innocence, or, Rachel : a true narrative : wit	1.0	0.9714285714	42.6859997237	1	0	0.0367084678
mdp.39015063560521	kelty, mary ann	The favourite of nature. A tale	nyp.33433074871629	kelty, mary ann	The favourite of nature; a tale	1.0	0.9836065573999999	18.4909975387	1	0	0.0373818559
mdp.39015063560505	kelty, mary ann	The favourite of nature. A tale	nyp.33433074871629	kelty, mary ann	The favourite of nature; a tale	1.0	0.9836065573999999	18.4909975387	1	0	0.0373818559
uc1.b4097416	bowen, elizabeth	The death of the heart	mdp.39015008045257	bowen, elizabeth	The death of the heart	1.0	1.0	9.5624047034	1	0	0.0378876612
mdp.39015028718289	yerby, frank	The girl from Storyville. -	uc1.b4950599	yerby, frank	The girl from Storyville; a Victorian novel	1.0	0.8064516129000001	16.880345297	1	0	0.0380183202
inu.39000003781478	bjørnson, bjørnstjerne	Synnv̲ ̌Solbakken	uc2.ark+=13960=t1hh6f76k	bjørnson, bjørnstjerne	Synn?_v?? Solbakken	1.0	0.8333333333	0.0	1	0	0.038023064100000004
uc1.b4103193	holmes, mary jane	Lena Rivers	uc1.32106002071634	holmes, mary jane	'Lena Rivers	1.0	0.9565217390999999	7.132497551699999	1	0	0.039064681000000004
pst.000006718909	thackeray, william makepe	The Virgians	nyp.33433076039357	thackeray, william makepe	The Virginians	1.0	0.9230769231	0.0	1	0	0.0392892989
pst.000006718893	thackeray, william makepe	The Virgians	nyp.33433076039332	thackeray, william makepe	The Virginians	1.0	0.9230769231	0.0	1	0	0.0392892989
njp.32101067641967	warner, charles dudley	My summer in a garden	nyp.33433006559417	warner, charles dudley	My summer in a garden	1.0	1.0	16.989586486900002	1	0	0.0398780174
hvd.hwjrw6	fielding, henry	Amelia	nyp.33433067367320	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.039936429700000005
mdp.39015000630908	lawrence, d. h. (david he	Kangaroo	mdp.39076006765130	lawrence, d. h. (david he	Kangaroo	1.0	1.0	8.464635940700001	1	0	0.0406724518
mdp.39015068050775	fielding, henry	Amelia	njp.32101068598067	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0409487769
wu.89094592482	curtin, jeremiah	Hero-tales of Ireland	inu.39000005878579	curtin, jeremiah	Hero-tales of Ireland	1.0	1.0	16.8763809229	1	0	0.041194121
uc2.ark+=13960=t7kp7vc38	harland, henry	Grey roses	uc2.ark+=13960=t4th8cb7z	harland, henry	Gray roses	1.0	0.9	6.8134445995	1	0	0.0412015577
pst.000006718862	thackeray, william makepe	Newcomes	nyp.33433076039308	thackeray, william makepe	The Newcomes	1.0	0.8	7.8434564044	1	0	0.041730112
njp.32101068598075	fielding, henry	Amelia	nyp.33433067367320	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.042358758600000004
inu.39000005899575	curtin, jeremiah	Hero-tales of Ireland	inu.39000005878579	curtin, jeremiah	Hero-tales of Ireland	1.0	1.0	16.8763809229	1	0	0.0436888259
mdp.39015004146083	karl, frederick robert	The existential imagination	mdp.39015002257403	karl, frederick r	The existential imagination	0.8717948718	1.0	17.5128390929	1	0	0.0441685749
mdp.39015049661856	joyce, james	Ulysses	inu.30000011424490	joyce, james	Ulysses	1.0	1.0	7.6774004305	1	0	0.045508523099999997
pst.000032254990	bromfield, louis	The farm	mdp.39015010318569	bromfield, louis	The farm	1.0	1.0	5.9295891434	1	0	0.045535098899999994
uc1.b4103193	holmes, mary jane	Lena Rivers	njp.32101067646461	holmes, mary jane	'Lena Rivers	1.0	0.9565217390999999	7.132497551699999	1	0	0.045683379
mdp.39015063914215	beck, l. adams (lily adam	The divine lady; a romance of Nelson and Emma Hamilton	wu.89097319727	beck, l. adams (lily adam	The divine lady : a romance of Nelson and Emma Hamilton	1.0	0.9714285714	39.45435975	1	0	0.0461572076
pst.000068983598	bromfield, louis	The farm	pst.000032254990	bromfield, louis	The farm	1.0	1.0	5.9295891434	1	0	0.046557694299999994
mdp.39015021871325	pratolini, vasco	A tale of poor lovers	uc1.32106001800660	pratolini, vasco	A tale of poor lovers, a novel	1.0	0.8235294118	16.878344315499998	1	0	0.047143510300000004
uiuo.ark+=13960=t4sj1rk33	chamier, frederick	The spitfire	uiuo.ark+=13960=t6d226j5p	chamier, frederick	The spitfire	1.0	1.0	9.0066317333	1	0	0.0472769958
njp.32101063693764	miss pardoe, (julia)	The rival beauties : a novel	nnc1.1002302063	miss pardoe, (julia)	The rival beauties, a novel	1.0	0.962962963	18.385909624700002	1	0	0.0475730242
njp.32101063693798	miss pardoe, (julia)	The rival beauties : a novel	nnc1.1002302063	miss pardoe, (julia)	The rival beauties, a novel	1.0	0.962962963	18.385909624700002	1	0	0.0475730242
njp.32101063693772	miss pardoe, (julia)	The rival beauties : a novel	nnc1.1002302063	miss pardoe, (julia)	The rival beauties, a novel	1.0	0.962962963	18.385909624700002	1	0	0.0475730242
hvd.hwjs3t	fielding, henry	The history of Tom Jones, a foundling	mdp.39015003342477	fielding, henry	The history of Tom Jones, a foundling	1.0	1.0	23.778522325500003	1	0	0.048007171900000006
inu.30000100608615	hémon, louis	Maria Chapdelaine : a tale of French Canada	uc1.32106001770475	hémon, louis	Maria Chapdelaine, a tale of the Lake St. John country	1.0	0.8285714286	20.8907985763	1	0	0.048181372
mdp.39015049729836	fenwick, e (eliza)	Secresy, or, The ruin on the rock	mdp.39015015337986	fenwick, eliza	Secresy, or, The ruin on the rock	0.875	1.0	29.8919368438	1	0	0.0484383625
mdp.39015063974417	white, stewart edward	The riverman	mdp.39015071576154	white, stewart edward	The riverman	1.0	1.0	9.1063123016	1	0	0.0485669399
uc2.ark+=13960=t1jh3dn19	harland, henry	The cardinal's snuff-box	mdp.39015063919222	harland, henry	The cardinal's snuff-box	1.0	1.0	18.5133108811	1	0	0.0488514
pst.000006718879	thackeray, william makepe	Newcomes	nyp.33433076039316	thackeray, william makepe	The Newcomes	1.0	0.8	7.8434564044	1	0	0.048874939699999995
uc2.ark+=13960=t00001g2f	bourget, paul	The blue duchess	uc2.ark+=13960=t48p65q8w	bourget, paul	The blue duchess	1.0	1.0	12.1813700329	1	0	0.048934029299999994
inu.39000003781478	bjørnson, bjørnstjerne	Synnv̲ ̌Solbakken	uc1.31158007649295	bjørnson, bjørnstjerne	Synnövé Solbakken	1.0	0.8333333333	0.0	1	0	0.0495847354
inu.30000111060913	joyce, james	Ulysses	mdp.39015062110369	joyce, james	Ulysses	1.0	1.0	7.6774004305	1	0	0.0496397122
mdp.39015014644242	roy, gabrielle	The road past Altamont	mdp.39015024075833	roy, gabrielle	The Road past Altamont	1.0	1.0	21.1344222389	1	0	0.049663333899999995
uc1.b3322408	holmes, mary jane	The Cameron pride : or, Purified by suffering : a novel	njp.32101067646362	holmes, mary jane	The Cameron pride; or, Purified by suffering	1.0	0.9714285714	38.0795764688	1	0	0.04979701
njp.32101065604744	woodrooffe, anne t	Shades of character; or, The infant pilgrim	mdp.39015064564621	woodrooffe, anne cox	Shades of character : or, Mental and moral delineations : de	0.8947368420999999	0.8	16.8173998382	1	0	0.050165450599999994
njp.32101065604736	woodrooffe, anne t	Shades of character; or, The infant pilgrim	mdp.39015064564621	woodrooffe, anne cox	Shades of character : or, Mental and moral delineations : de	0.8947368420999999	0.8	16.8173998382	1	0	0.050165450599999994
njp.32101065604744	woodrooffe, anne t	Shades of character; or, The infant pilgrim	mdp.39015064564647	woodrooffe, anne cox	Shades of character : or, Mental and moral delineations : de	0.8947368420999999	0.8	16.8173998382	1	0	0.050165450599999994
nc01.ark+=13960=t7mp5nc0w	haynes, emory james	A wedding in war-time	nc01.ark+=13960=t9j39cc43	haynes, emory j	A wedding in war-time	0.8823529412000001	1.0	17.7425479217	1	0	0.0502338787
mdp.39015003342493	fielding, henry	The history of Tom Jones, a foundling	uc1.b4839417	fielding, henry	The history of Tom Jones, a foundling	1.0	1.0	23.778522325500003	1	0	0.050484158200000004
mdp.39015063931961	holmes, oliver wendell	The professor at the breakfast table;	mdp.39015011325548	holmes, oliver wendell	The professor at the breakfast-table	1.0	0.9714285714	10.1353926095	1	0	0.050508261299999996
mdp.39015068050791	fielding, henry	Amelia	uc1.b3827560	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0511203835
mdp.39015068050775	fielding, henry	Amelia	uc1.b3827561	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0511203835
uc1.32106001927802	butler, samuel	Erewhon and Erewhon revisited	mdp.39015014623113	butler, samuel	Erewhon and Erewhon revisited	1.0	1.0	17.5320284279	1	0	0.051541252999999995
mdp.39015033373252	hémon, louis	Maria Chapdelaine, a tale of the Lake St. John country	inu.30000100608615	hémon, louis	Maria Chapdelaine : a tale of French Canada	1.0	0.8285714286	20.8907985763	1	0	0.0517604487
mdp.39015024832829	stockton, frank richard	The lady or the tiger? And other stories	nyp.33433076094238	stockton, frank richard	The lady, or the tiger? The transferred ghost. The spectral 	1.0	0.8	14.7345175973	0	0	0.0522070891
mdp.39015003939413	esenwein, j. berg (joseph	Studying the short-story : sixteen short-story classics, wit	mdp.39015003939306	esenwein, j. berg (joseph	Studying the short-story; sixteen short-story classics, with	1.0	0.9714285714	120.343272521	1	0	0.0524719053
uc2.ark+=13960=t1jh3s889	thackeray, william makepe	The Virginians	pst.000006718909	thackeray, william makepe	The Virgians	1.0	0.9230769231	0.0	1	0	0.0527073895
njp.32101007059973	fielding, henry	Amelia	uc1.b3827560	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.052932040199999995
uc1.b3332002	stockton, frank richard	Amos Kilbright; his adscititious experiences; with other sto	uc1.b4382866	stockton, frank richard	Amos Kilbright: his adscititious experiences; with other sto	1.0	1.0	44.4884522507	1	0	0.0542658351
njp.32101007059973	fielding, henry	Amelia	uc1.b3188996	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.054834460999999994
mdp.39015068050783	fielding, henry	Amelia	hvd.hwjrw6	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.055567951500000004
pst.000028922858	malamud, bernard	The natural	mdp.49015000715988	malamud, bernard	The natural	1.0	1.0	7.002155954400001	1	0	0.0558789421
njp.32101067644599	macbean, lachlan	Marjorie Fleming's book, the story of Pet Marjorie together 	umn.31951002045766q	macbean, l. (lachlan)	Marjorie Fleming : the story of Pet Marjorie together with h	0.8648648648999999	0.8	46.169192033	1	0	0.0565864693
mdp.39015068050775	fielding, henry	Amelia	nnc1.0315301230	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0566247279
njp.32101068971132	kelty, mary ann	The favourite of nature; a tale	uiuo.ark+=13960=t5n87rk9j	kelty, mary ann	The favourite of nature	1.0	0.8679245283	14.3966529764	1	0	0.0579891707
nyp.33433076039316	thackeray, william makepe	The Newcomes	coo.31924011104753	thackeray, william makepe	Newcomes	1.0	0.8	7.8434564044	1	0	0.0587885487
uc1.b4374643	fielding, henry	The history of the adventures of Joseph Andrews and of his f	inu.30000041553508	fielding, henry	The history of the adventures of Joseph Andrews and of his f	1.0	1.0	50.1200962991	1	0	0.0592488492
mdp.39015000554165	fielding, henry	The history of the adventures of Joseph Andrews and of his f	mdp.39015002248667	fielding, henry	The history of the adventures of Joseph Andrews and his frie	1.0	1.0	99.9140675329	1	0	0.059521660899999995
mdp.39015000554165	fielding, henry	The history of the adventures of Joseph Andrews and of his f	mdp.39015005391290	fielding, henry	The history of the adventures of Joseph Andrews and his frie	1.0	1.0	99.9140675329	1	0	0.059521660899999995
uc2.ark+=13960=t1sf30h0j	thackeray, william makepe	The Virginians	pst.000006718909	thackeray, william makepe	The Virgians	1.0	0.9230769231	0.0	1	0	0.0595879574
uc2.ark+=13960=t1jh3s889	thackeray, william makepe	The Virginians	pst.000006718893	thackeray, william makepe	The Virgians	1.0	0.9230769231	0.0	1	0	0.0595879574
nyp.33433074940788	blackmore, r. d. (richard	Lorna Doone : a romance of Exmoor	inu.39000003580656	blackmore, r. d. (richard	Lorna Doone, a romance of Exmoor	1.0	0.96875	28.7315431502	1	0	0.060813480999999996
nyp.33433074940770	blackmore, r. d. (richard	Lorna Doone : a romance of Exmoor	inu.39000003580656	blackmore, r. d. (richard	Lorna Doone, a romance of Exmoor	1.0	0.96875	28.7315431502	1	0	0.060813480999999996
wu.89005053418	hope, anthony	Quisanté, a novel	mdp.39015063539004	hope, anthony	Quisante [a novel]	1.0	0.8888888889	2.7080502011000003	1	0	0.061050092400000006
njp.32101074876374	fielding, henry	The history of the adventures of Joseph Andrews, and his fri	pst.000063330328	fielding, henry	The history of the adventures of Joseph Andrews and of his f	1.0	1.0	50.1200962991	1	0	0.0616502191
mdp.39015068050791	fielding, henry	Amelia	mdp.39015065785688	fielding, henry	Amelia	1.0	1.0	7.424761761799999	1	0	0.0619827763
uc1.b4826171	thackeray, william makepe	Newcomes	uc1.b4107700	thackeray, william makepe	The Newcomes	1.0	0.8	7.8434564044	1	0	0.062306628899999994
uc1.b4826172	thackeray, william makepe	Newcomes	uc1.b4101685	thackeray, william makepe	The Newcomes	1.0	0.8	7.8434564044	1	0	0.062306628899999994
mdp.39015003342451	fielding, henry	The history of Tom Jones, a foundling	hvd.hwjs3x	fielding, henry	The history of Tom Jones : a foundling	1.0	0.9714285714	23.778522325500003	1	0	0.0623239596
uc1.b3184252	wyndham, john	Rebirth	mdp.39015010226085	wyndham, john	Re-birth	1.0	0.9333333333	0.0	1	0	0.0625942104
