osu.32435013840996	mdp.39015000599517
uc2.ark+=13960=t3bz63237
uc1.$b312336
njp.32101007015892
mdp.39015056793105
pst.000005908059	mdp.39015006585353
mdp.39015060547380
nyp.33433075761662
uc1.32106010331384
pst.000022805287	mdp.39015010544404	uc1.32106013788028
mdp.39015047730356
mdp.39015055916392
uc1.b3787634
mdp.49015002477421
mdp.39015019170961
mdp.39015034896533
mdp.39015004250646	inu.39000004309634
mdp.39015079124122
inu.30000124730650
yale.39002044553924
mdp.39015030021789	uc1.32106013788036	pst.000022802170
inu.30000057483962
inu.32000002915900	uc1.32106006000209	umn.31951001106353z	mdp.39015030039765
uc2.ark+=13960=t4jm2592w
inu.30000039083195
uc1.b4949049
inu.30000124808860
uc2.ark+=13960=t5x63f82p
inu.30000056165792
mdp.39015030714953
uc2.ark+=13960=t2t43kb95
mdp.39015056186573
uc1.$b115737
pst.000061006225	mdp.39015002609116
mdp.39015061565118
uiuo.ark+=13960=t7xk90t42	uiuo.ark+=13960=t55d9hk5h	uiuo.ark+=13960=t8cg0dn4n
mdp.39015080830253
uc1.b3809640
mdp.39015060544304
nnc1.1002249197	uc2.ark+=13960=t47p8w13n
mdp.39015039731586	uc1.b3139348
mdp.39076002219033	uc1.b3435081
mdp.39015009202154	pst.000045744631
mdp.39015030201027
uc1.b3454992
mdp.39015039350791
mdp.39015010408774
mdp.39015017672794	pst.000020987527
mdp.39015051923632
mdp.39015014519006
mdp.39015003488916
nyp.33433074895370
inu.30000115720439
mdp.39015032182225
pst.000021479885	mdp.39015000583453
inu.39000001887772
inu.30000048025245
njp.32101075399616
wu.89006929640	uc2.ark+=13960=t3028qt2r
nyp.33433082299243	mdp.39015039330124
mdp.39015002648981	pst.000005908141
inu.39000000848999
mdp.39015065461074
mdp.39015028726472
inu.30000085240756
inu.30000111286070
mdp.39015004849173
uc1.32106011124382
mdp.39015025360788	pst.000005906963
mdp.39015019665135
uc1.$b245048
uc1.b4223368
uc1.32106017126498
mdp.39015054429504
inu.39000001112643
pst.000005906918
mdp.39015078807446
mdp.39015057013834
uc2.ark+=13960=t39z98107	uc1.b3336149
mdp.39015054429512
mdp.49015001238956	mdp.39015005298388
uc1.32106009582120	pst.000046943897
uc1.b4000767
mdp.39015017429997
mdp.39015070754554
mdp.39015018941008
mdp.39015029950352
uc1.32106009338523
mdp.39015056903498
mdp.39015040123005	mdp.39015015233300
mdp.39015047473346
inu.30000036613663
mdp.39015031308573
inu.30000107385209
mdp.39015037453761
mdp.39015018782709
mdp.39076001766141
mdp.39015014432036
inu.39000004575457
uc1.32106002151097	pst.000048862226
pst.000001938715
mdp.39015064696399
nyp.33433074799473
inu.30000123550679
inu.30000093706103
inu.30000050702665
mdp.39015061568641
mdp.39015014859683
mdp.39015063283512
uc1.$b63854	mdp.39015011338202
wu.89055736698
uc1.32106009618809
loc.ark+=13960=t5q81th9t	nyp.33433074799465
uc2.ark+=13960=t5x63cn2s
pst.000030282797	uiuc.252368
inu.30000005024678
inu.30000092422207
pst.000020858407	mdp.39015066062699
inu.39000000340278
uc1.32106002245436
mdp.39015047850162
uc1.32106007415299
mdp.39015054153146
mdp.39015031405320
mdp.39015059210362
mdp.39015002600966
mdp.39076001544753
uc1.32106016251776	mdp.39015046378983
inu.30000087114793
pst.000022972484
inu.30000124578273
uc1.32106019090494
mdp.39015063100518
uc2.ark+=13960=t3028qk8h	wu.89006929764
inu.30000041139522
mdp.39015054155000
uc1.b3741164
uc1.b3803586
uc1.32106011321293
inu.30000111450239
mdp.39015002256983
inu.30000050713670
mdp.39015063976891
mdp.39015011245043	pst.000044909000
uc1.$b312716
inu.30000126311590
mdp.39015060032904
uc1.32106015487124
uc1.32106018620507
pst.000005702947
loc.ark+=13960=t1cj8tk0k
uc1.b3905650
inu.30000067789044
mdp.39015053773977
mdp.39015043129546
mdp.39015063159209
inu.30000051175234
mdp.39015050761082
inu.30000051175242
uc1.32106015625947
uc2.ark+=13960=t0wp9wm5d
inu.39000001351548
mdp.39015019958357
mdp.39015053230234
uc1.b5065741	inu.30000087413468
mdp.39015061459007
mdp.39015051346883	mdp.39015046407055
uc2.ark+=13960=t41r6nd1s
wu.89050245497
uc1.$b105824
uc1.$b802363
uc1.b3454991
mdp.39015040360318
inu.30000085283822
mdp.39015018860489
mdp.39015014973740
uc1.32106016187293
mdp.39015076864506
inu.30000115583035
mdp.39015029123497
uc1.32106013788002
pst.000022801272	mdp.39015030021797	uc1.32106013788044
pst.000018854176
mdp.39015053130046
uc2.ark+=13960=t3222t032
mdp.39015078810036
inu.39000003414864
mdp.39015053230218
uc1.32106009369858
inu.30000109857304
mdp.39015024076054
mdp.39015040720719
mdp.39015030021896
inu.30000126308216
mdp.39015061141456
mdp.39015015309035	uc1.b4369746
mdp.39015053230226
wu.89098555105
uc1.b4384778
inu.39000001352546
pst.000044928582
mdp.39015050134462
mdp.39015004070143
mdp.39015062885291
inu.30000124731476
mdp.39076002944333
uc1.b3435087
pst.000023067882
mdp.39015010681859
mdp.39015008829908
inu.30000094824798
mdp.39015008879929
uc1.b4359126
mdp.39015064703138
mdp.39015008208525
mdp.49015003277457
uc1.b4369745
uc1.b3727121	pst.000029943692
mdp.39015001549735
mdp.39015061553221
inu.39000001884324
inu.30000094695925
njp.32101067527190
uc1.b4590347
mdp.39015080868139
mdp.39015056817102
mdp.39015041307995
mdp.39015028870767	pst.000033165172
pst.000044926328	uc1.32106005364507
mdp.39015029968065
mdp.39015033257513
pst.000021487675
mdp.39015051706847
uc1.$b312720
pst.000020542511	mdp.39015004194802
inu.30000087954024
mdp.39015010832015
uc1.32106012469901	mdp.39015032580956
wu.89006929749
uc1.32106018937679
mdp.39015040720727
mdp.39015071389798
inu.30000111225110
uc1.$b662551
inu.30000051175226
mdp.39015042113673
uc1.b3473772
inu.30000060637018
mdp.39015051840182
mdp.39015060397976
mdp.39015050606105
pst.000023082847
nyp.33433075843759	mdp.39015033455810
njp.32101062530017
hvd.hwjqry	hvd.hwjqra
uc1.$b479404	mdp.39015061386747
mdp.39015005142081
pst.000019313719	pst.000044926496	uc1.32106007646208
inu.30000109196281
inu.30000054081561
inu.39000003692360
inu.30000126685829
uc1.b3456904
uc1.$b312715
inu.30000111162784
uc1.b3741352
mdp.39015063585593
uc1.32106006775370
mdp.39015055869823
uc1.32106010941935
uc2.ark+=13960=t91836m5f
mdp.39015027614448
mdp.39015063239993
mdp.39015058730055
inu.30000095300251
uc1.$b245090
mdp.39015056228607
nyp.33433075756753
uc1.32106019875191
mdp.39015002323601
nyp.33433056658515
uc1.b4369749
mdp.39015061442599
mdp.39015024597257	uc1.$b661988
pst.000005702893
uc2.ark+=13960=t15m63s6j
mdp.39015037038877
mdp.39015055252582
uc1.$b323557
mdp.39015061445345
nyp.33433075756746
mdp.39076002597875
mdp.39015070744191
mdp.49015000746124	mdp.39015005790350
wu.89097197222	uc2.ark+=13960=t70v8dv8d
inu.30000060934712
mdp.39015042861354
nyp.33433076050594
mdp.39015005035624
uc1.$b802364
nyp.33433074799440
uc1.$b312717
inu.30000115730131
mdp.39015013129807
nyp.33433075756647
mdp.39015053230002
uc1.32106001388559
uc1.$b117331
nyp.33433075756720
uc1.$b805716
mdp.39015016935168
njp.32101063578346
uc2.ark+=13960=t5t72897h
inu.30000115655981
uc1.32106002151147
nyp.33433076041692
mdp.39015079291566
uc2.ark+=13960=t1bk18993
mdp.39015047476604
mdp.39015056890430
njp.32101062530496
inu.30000124731435
mdp.39015053230010
mdp.39015022212420
mdp.39015002702796
uc1.$b115445
uc1.32106005942542
inu.30000115709630
mdp.39015041745277
uc2.ark+=13960=t2z31pf0j
uc1.b3169072
uc1.$b87096
inu.30000103455394
mdp.39015055873452
inu.30000116104005
mdp.39015030021755	inu.30000042635007
mdp.39015042861362
mdp.39015063194081
mdp.39015065523030
nyp.33433074799457
uc1.32106006656562
uc1.32106002018767
mdp.39015004264944
mdp.39015024878715
pst.000021519789
inu.30000111588186
inu.30000041139498
mdp.39015003474395
nyp.33433075756738
mdp.39015062564516
inu.30000055600385
inu.30000107395927
uc2.ark+=13960=t1zc7xp86
mdp.39015080898599
mdp.39015026940091
uc1.$b120000
mdp.39015028577784
mdp.39015060005033
uc1.32106011245153
mdp.39015048745403
uc1.$b105838
mdp.39015010547670
mdp.39015024975545
inu.30000050710072
mdp.39015062622017
uc1.b4087794
uc1.b4359451
mdp.39015062833697
uc1.b4086444	mdp.39015005342616
mdp.39015011812263
uc1.32106009833382
mdp.39015045679704
mdp.39015048850542
mdp.39015042861792
uc1.32106002018791
uc1.b4384779
uc1.32106011775902
mdp.39076002606668
mdp.39015062894632
mdp.39015058698401
mdp.39015011306340
mdp.39015026874050
mdp.39015029861575
mdp.39015062084572
pst.000031157186
mdp.39015002703778
mdp.49015000746132
uc1.32106002151212
mdp.39015037303404
mdp.39015013397271
mdp.39015059321227
pst.000005475179
uc2.ark+=13960=t6rx9645p
uc1.$b470335
mdp.39015063976925
mdp.39015030201019
mdp.39015008776612
wu.89007675184
mdp.39015028913898
mdp.39015055899911
mdp.39015069289687
uc1.$b114284
miun.afb3853.0001.001	uc1.b3727940	pst.000000061599
uc1.b4450033
mdp.39015002375338
mdp.39015008002407
nyp.33433082547302
uc1.$b244311
mdp.39076002631542
nyp.33433082290929	coo.31924065002358	uiuo.ark+=13960=t7wm1z78z	inu.39000004252552	njp.32101041612522	uiuo.ark+=13960=t50g4bb9g	uc2.ark+=13960=t8gf0vm9k
nyp.33433075861918	pst.000006723538
uva.x002403418
nyp.33433075860902	njp.32101067487510	mdp.39015063975216	mdp.39015063975208	uc1.b3327265	pst.000006723590
loc.ark+=13960=t03x8mn01
loc.ark+=13960=t0sq95j0t
mdp.39015065597950	njp.32101076782455	pst.000000022170	mdp.39015065597968	uc1.b3759985	uva.x001042364	njp.32101076782448	inu.30000007696051
nyp.33433075861777
pst.000049782127
njp.32101065605733
mdp.39015008473558
uc1.32106012271745
uc1.32106019023529
uc1.b3727937	mdp.39015028682873
uiuo.ark+=13960=t4rj5439g	uiuo.ark+=13960=t6931h959	uiuo.ark+=13960=t2988wt0f
uc2.ark+=13960=t7sn07q6m	mdp.39015063975232	uc2.ark+=13960=t5m908k56
uiuo.ark+=13960=t9r21mm8j	uiuo.ark+=13960=t07w72b8r	uiuo.ark+=13960=t5t732x5h
uc1.32106013770745	uc1.32106010419056	uc1.32106010339205	uc1.32106010339189	uc1.32106010926530	uc1.32106010339197
mdp.39015030113669
coo.31924016660494	mdp.39076005028423	uc1.b4714517
uc1.32106011691299
uc1.$b244309	uc1.l0068331206
uc1.32106012864630
uc2.ark+=13960=t5z60kx21
nyp.33433075772016
mdp.39015082679245
nyp.33433076094105
uc1.$b243519
uva.x001140338	inu.30000007412533	coo.31924065002226	njp.32101042796753	mdp.39015004843721
uc1.$b747724
uc2.ark+=13960=t3mw2954t
mdp.39015040361613
mdp.39015050731085
uc1.b3727935
coo.31924013577477	nyp.33433075861827	uc1.b3327214	uc1.b3327213
uc1.32106014518614	nyp.33433084128655	mdp.39015031215315	inu.30000042765465	njp.32101065606046	mdp.39015012934553	uiuo.ark+=13960=t3708qw62	nyp.33433075861462	pst.000006063306	njp.32101065605998	uc1.b3759986	nyp.33433084128671	uiuo.ark+=13960=t9r21mg3b	uva.x000779652	njp.32101005555329	nyp.33433075861470
inu.39000002487671
inu.39000003978702
uc1.$b312880
uc1.b2793279
mdp.39015005239747
uc1.$b244308	mdp.39015063976685	mdp.39015063976693	inu.32000002529453
inu.30000095227850
uc2.ark+=13960=t57d2xr27	nyp.33433075861793	uc2.ark+=13960=t86h4mf6q
uc1.32106018349479
mdp.39015014862463
coo.31924064989647	nyp.33433075860928
uc2.ark+=13960=t2k64cj1d
uc1.32106012723604
uva.x001705801	njp.32101067487502	mdp.39015059378540	nyp.33433075860829	wu.89099227480	mdp.39015059378383	uc1.b4102845	nyp.33433075860837	wu.89099227472
uva.x000592874	mdp.39015001578486	inu.39000005931964
uiuo.ark+=13960=t7rn3tq31	uiuo.ark+=13960=t2f771c94	uiuo.ark+=13960=t9x06rz7z
nyp.33433075990931
mdp.39015063974227
nyp.33433082547229
nnc1.0061885541
pst.000025010558
nyp.33433074797444
uc1.32106018703279
mdp.39015076154957	uc1.32106015852061
mdp.39015063189552
mdp.39015064913166
njp.32101067487551
wu.89099227720
mdp.39015008170196	mdp.39015030113321
inu.32000002529529
mdp.39015030113354
uc1.32106011493258	mdp.39015003948414
uc1.b4450039
mdp.39015030113719	mdp.39015057722780
uc2.ark+=13960=t42r3vs2v
mdp.39015061459874
nyp.33433082290879
uc1.32106006725334
njp.32101013711856	uc1.b4101692
mdp.39015053857952
uc2.ark+=13960=t0ks6x45n	uva.x001931347	uc2.ark+=13960=t5bc3xm7t	uc2.ark+=13960=t4mk68v9g
nyp.33433075861819	uiuo.ark+=13960=t6n01t737
mdp.39015014862547
uc1.b3903655
mdp.39015065957246	uiuo.ark+=13960=t2m625t6g	uc2.ark+=13960=t8v981q54	mdp.39015064414876	nyp.33433084128572	nyp.33433075861447	uc1.b4102844
uiuo.ark+=13960=t1ng5561x	uiuo.ark+=13960=t52f87g8b	uiuo.ark+=13960=t5j96p02r
uiuo.ark+=13960=t8pc3nw52	uiuo.ark+=13960=t2q538k90	uiuo.ark+=13960=t0bv85013
nyp.33433075861454	uc2.ark+=13960=t1wd3td8k	nyp.33433075860811
uc1.32106005006041
mdp.39015048773827	pst.000050052905
wu.89066094046
nyp.33433082289566
nyp.33433082290598
uc1.$b233471
pst.000006723880	mdp.39015033352967
uc1.$b104465
inu.39000001438790
nyp.33433081747952
coo.31924013577402	uc1.$b692140	coo.31924065002325
nyp.33433075861900	njp.32101007619032	coo.31924065007837	uc1.b4104179	mdp.39015051644758
mdp.39015008002415
uc1.b3739500
mdp.39015030113305	uc2.ark+=13960=t04x5631j
uc1.$b101684
uc1.$b250181
mdp.39015065825765	uc1.b4931122
mdp.39015029750851
uc2.ark+=13960=t38054j95
mdp.39015051278722
pst.000005336432
uc2.ark+=13960=t0ht2h795
pst.000005716722
coo.31924013577352	nyp.33433075861439
uiuo.ark+=13960=t4nk41h3r	uiuo.ark+=13960=t0bv8500m	uiuo.ark+=13960=t3tt5928q
uc1.$b451329
uc1.32106001615050	mdp.39015005067825
pst.000004029946
uc1.32106005584237	uc2.ark+=13960=t3hx16w03	uc2.ark+=13960=t9m32pv1m
uc1.b4376322	mdp.39015015331237
uc1.b3435067	uc1.b3727936
uc2.ark+=13960=t55d8wc4h
mdp.39015069328188	uc1.32106018934627
mdp.39015032838297
mdp.39015019145260
mdp.39015053382498
uc1.32106016945450
uc1.b3455069	uc1.32106017448512	mdp.39015014862505
mdp.39015050982605
mdp.39015074223267
uiuo.ark+=13960=t45q5kw84	uiuo.ark+=13960=t9p27jq0v	uc2.ark+=13960=t3mw2jt47	uc2.ark+=13960=t5gb29v52
nyp.33433082290978
uc1.$b629907
uc1.b4450120
njp.32101027058062
uc2.ark+=13960=t26970703	nyp.33433075861850
inu.30000109284673
mdp.39015034269392
osu.32435074590316
uc1.$b63997	mdp.39015053235845
uc1.32106010702071
nyp.33433082290960	pst.000006723705	inu.32000013161866	uc1.$b692139
mdp.39015032139258
mdp.39015037408054
uc1.$b391210
uc1.b4355427
inu.30000121037364
mdp.39015047735959	mdp.39015030113529
nyp.33433074877949
mdp.39015052681692
mdp.39076002869142
nyp.33433082291000
nyp.33433008144697
mdp.39015032843602
uc1.32106016641760
mdp.39015020716356
mdp.39015022286689
uc2.ark+=13960=t9v123481
uc2.ark+=13960=t08w3gn6k
inu.32000000355802
mdp.39015056248696
uc1.b4398050
mdp.39015066849822	mdp.39015008455761
nyp.33433075772008
mdp.39015038584085
uc1.b3327261
coo.31924065002291	uc1.c020577656	uc1.c020577665	uc1.b4105428	njp.32101017763853
nyp.33433074788427
nyp.33433074806724
uc2.ark+=13960=t3ws8rq7j	mdp.39015024882162
mdp.39015053234160
uc1.$b104482
uiuo.ark+=13960=t1kh18152	uiuo.ark+=13960=t4dn4t558	uiuo.ark+=13960=t6sx6zp73
pst.000025155518
mdp.39015019664682
pst.000033759876
uc1.b3435068	mdp.39015030113511
mdp.39015001819849
mdp.39015005889061
uva.x030743289	uc2.ark+=13960=t41r6px1x
wu.89000572610	uc1.b4714515	coo.31924013575067	mdp.39076005028407
uva.x004507965	uva.x004507966	uva.x001164110
uc2.ark+=13960=t72v2n20g	uiuo.ark+=13960=t3fx7z50f	uiuo.ark+=13960=t2k654x86
mdp.39015059570211
uc2.ark+=13960=t72v2qj9x
uc1.b4101719
mdp.39015013119915
mdp.39015062843662
uc1.b4974837
mdp.39015014862554
uc1.$b120099
uc1.32106007091025
mdp.39015014862471
mdp.39015060859066
uc1.$b803497
mdp.39015025125645
uc1.b4950599	mdp.39015028718289
pst.000007808197
nyp.33433075861322	uc2.ark+=13960=t2k64d944	mdp.39015030113628
uc1.$b312878
mdp.39015073495767
uc1.32106013171522
uc1.32106017155513	mdp.39015014876471
uc1.32106017602027	mdp.39015056901500
uc1.$b244303	mdp.39015033350193
uc1.$b63999
mdp.39015059552821
nyp.33433075861371
uc1.b3377691	mdp.39015064507851	uc1.$b721857
uc1.$b312877
uc1.$b605540	mdp.39015000949258
uc2.ark+=13960=t1td9wh11	uc2.ark+=13960=t3708422b	uc2.ark+=13960=t1kh0n66z
mdp.39015005733491
mdp.39015006565785	inu.30000084059991
mdp.39015016876149
mdp.39015050329575
uc2.ark+=13960=t8sb3zs13
mdp.39015052055517
uiuo.ark+=13960=t6n01t70s	uc2.ark+=13960=t7xk8gq9j	mdp.39015063975380	coo.31924065007753	mdp.39015063975539	uiuo.ark+=13960=t52f8d47f
mdp.39015019782484
nyp.33433081785135
mdp.39015013786663
uc1.b3727943
mdp.39015068811895
mdp.39015063973955	njp.32101038151757
uc1.$b244315	uc1.$b244316
mdp.39015027256083
mdp.39015035774424
pst.000005716654
mdp.39015038092527
loc.ark+=13960=t8nc68z6q
inu.39000001029136
uc2.ark+=13960=t14m97m0w	uc2.ark+=13960=t7qn65z8j
uc1.b3295189
mdp.39015067345184
uc2.ark+=13960=t1jh3hh5p
mdp.39015024076336
uc1.$b401347
mdp.39015024974621
mdp.39015009232862
mdp.39015030113263
nyp.33433074806278
uiuo.ark+=13960=t7hq4mf5t	uiuo.ark+=13960=t3xs6cp6m	uiuo.ark+=13960=t0bv84w96	uiuo.ark+=13960=t0zp4pz92
mdp.39015040336375
mdp.39015066649883	uiuo.ark+=13960=t11n8rr4v	mdp.39015063975224	uc2.ark+=13960=t2c82cq9k	nyp.33433084128648	nyp.33433075860910	uiuo.ark+=13960=t4hm5wv4j
uiuo.ark+=13960=t2v41d64f	uiuo.ark+=13960=t6252945g	uiuo.ark+=13960=t14m9vj1x
uc1.32106001609475
uc1.32106009036762
mdp.39015063973997
mdp.39015019437287	uc1.32106008311760
mdp.39015028718305
mdp.39015022290798
nyp.33433082290838	nyp.33433082290846
inu.30000091648661	uc2.ark+=13960=t6pz5fv2r
uc2.ark+=13960=t8cf9m759
inu.39000000899760
uc2.ark+=13960=t5q81761w	uva.x001379281	uc2.ark+=13960=t4sj1ns8z
pst.000016067080
loc.ark+=13960=t2t444175
mdp.39015034526312
mdp.39015024079595	mdp.39015046492784
mdp.39015047113017
uc1.32106019293932
mdp.39015034242829
uc1.$b312874
uc1.b3822888
mdp.39015052312124
mdp.39015080552535
uc1.$b401346
uiuo.ark+=13960=t3708qw81	mdp.39015065815535	nyp.33433075861769	mdp.39015065815691	uiuo.ark+=13960=t7hq4mf4b
uc1.b3467247
uc2.ark+=13960=t7fq9s64j
uiuo.ark+=13960=t39z9tm0g	uiuo.ark+=13960=t3708qx4j	nyp.33433075861967	uiuo.ark+=13960=t9v12q59d
