HTid,recordid,OCLC,LOCnum,author,imprint,date,enumcron,materialtype,subjects,genres,title,firstpub,Hackettlist,NumInList,Jgenre,Present
mdp.39015063973542,325108,870638,PZ3.W547Sh,"Weyman, Stanley John,","New York;Longmans, Green and Co.;1898.",1898,<blank>,,"William and Mary, 1689-1702;Great Britain;History",Fiction,Shrewsbury;,,,8,fic,y
nyp.33433074853197,5974552,913774,PZ3.H314,"Hope, Anthony,",New York;F.A. Stokes Company;c1897,1897,<blank>,,<blank>,Fiction,Simon Dale,,,9,fic,y
uc1.b3569203,10118846,<blank>,<blank>,"Mitchell, S. Weir",New York;The Century co.;1898.,1898,<blank>,,"Fiction;Revolution, 1789-1799;History;France",Not fiction,The adventures of François,,,10,fic,
uc1.b4105551,2934018,4484777,<blank>,"Westcott, Edward Noyes,",New York;Grosset & Duplap;c1898.,1898,<blank>,,<blank>,Fiction,David Harum,1899,1899,1,fic,
umn.31951002044244p,11225266,6056771,PS2359 M648W4 1899,"Major, Charles,","Indianapolis, Ind.;Bowen-Merrill;1899",1899,<blank>,,"Fiction;Henry VIII, 1509-1547;Great Britain;History",Not fiction,"When knighthood was in flower, or, The love story of Charles Brandon and Mary Tudor, the king's sister, and happening in the reign of ... Henry VIII; rewritten and rendered into modern English from Sir Edwin Caskoden's memoir",1898,1899,2,fic,
uc2.ark:/13960/t70v8f975,7694183,1803730,<blank>,"Churchill, Winston,","New York;The Macmillan Company;1900,c1899.",1900,<blank>,,<blank>,Not fiction,Richard Carvel,1899,1899,3,fic,
mdp.39015015368007,590996,8089410,<blank>,"Kipling, Rudyard,",Leipzig;B. Tauchnitz;1898.,1898,<blank>,,"Short stories, English",Fiction,The day's work,1898,1899,4,fic,
uc1.b3569209,6676267,10321106,<blank>,"Page, Thomas Nelson,",New York;C. Scribner;1898,1898,<blank>,,Reconstruction;Fiction,Fiction,Red Rock,1898,1899,5,fic,
mdp.39015063959137,561400,2882986,<blank>,"Watts-Dunton, Theodore,","London;Hurst and Blackett, limited;1899.",1899,<blank>,,<blank>,Fiction,Aylwin,1898,1899,6,fic,
nyp.33433076065998,8689733,2231759,<blank>,"Ford, Paul Leicester,","New York;Dodd, Mead & Co.;1899;(New York;Press of J. J. Little).",1899,v. 1,,"United States;Fiction;Revolution, 1775-1783;History",Fiction,Janice Meredith,1899,1899,7,fic,y
mdp.39015054194157,1910141,3509940,<blank>,"Dunne, Finley Peter,","Boston, Small;Maynard & company;1899.",1899,<blank>,,<blank>,Unknown;biog?,Mr. Dooley in peace and in war,1898,1899,8,fic,
uc2.ark:/13960/t4jm27x38,7693720,13344633,<blank>,"Whiteing, Richard,",London;Richards;1899.,1899,<blank>,,<blank>,Not fiction,No. 5 John street,1899,1899,9,fic,
nyp.33433076090905,326842,1198944,PZ3.F873Ma,"Frederic, Harold,",New York;F. A. Stokes company;c1899,1899,<blank>,,<blank>,Fiction,The market-place,1899,1899,10,fic,y
uc1.b102395,6601802,1248709,PZ3.J646To,"Johnston, Mary,","Boston;and New York;Houghton, Mifflin and company;1900.",1900,<blank>,,"Colonial period, ca. 1600-1775;Fiction;Virginia;History",Unknown;biog?,To have and to hold,1900,1900,1,fic,y
